uuid,Keywords,label
0,impact smoking intensity; concentrations smokers smoking; prospective population based; concentrations smokers; population positive; ctni dose dependent; ago concentrations hs; consumption sensitivity; population current cigarette; consumption; prospective population; cardiovascular events population; troponin measured sensitivity; ctni smokers dose; conclusions population current; troponins cigarette smoking; smokers conclusions population; tobacco; health study; cigarette smoking concentrations; cardiac troponin measured; conclusions population; concentrations cardiac troponin; troponin measured; ctni concentrations; hs ctni concentrations; troponin population hunt; ctni concentrations measured; population hunt study; ctni concentrations smokers; study tobacco habits; tobacco habits; study tobacco; troponin population; tobacco habits reported; cardiac troponin population; trondelag health study; health study tobacco; tobacco consumption; tobacco consumption sensitivity,1
1777,membrane intracellular organelles; jph isoform deficits; expansions jph3 gene; protein consists membrane; protein levels skeletal; trinucleotide expansions jph3; roles jph isoforms; domain proteins jph; functional roles; loss jph1 protein; organized subcellular junctions; jph protein; jph1 protein; types jph protein; proteins jph biogenesis; proteins connect plasma; jph1 protein levels; proteins connect; jph protein consists; junctophilins jphs; junctophilins jphs comprise; cellular function; structural proteins; family structural proteins; junctophilin; subcellular membrane junctions; functional roles jph; junctophilins; subcellular junctions; proteins cellular; structural proteins connect; subcellular junctions play; function junctophilins jphs; proteins cellular function; role junctophilin; function junctophilins; junctophilin proteins; cellular function junctophilins; junctophilin proteins cellular; role junctophilin proteins,1
1778,environmentalism; exposure nature pro; nature appreciation accounted; appreciation pro environmental; associations pro environmental; nature nature; pro environmental behaviour; visited nature; relationships exposure nature; exposures nature; nature appreciation pro; visits appreciation natural; environmental behaviour; pro environmental behaviours; environmental behaviour reported; nature appreciation; visit frequency nature; individuals visited nature; visited nature recreation; environmental behaviour neighbourhood; neighbourhood nature; environmental behaviours; frequency nature appreciation; visits nature; environmental behaviours neighbourhood; environmental behaviour sample; behaviour neighbourhood nature; nature appreciation evidence; neighbourhood exposures nature; nature pro environmentalism; nature visit; neighbourhood nature nature; nature visits; visits nature appreciation; nature visits nature; nature visit frequency; nature nature visit; recreational nature visits; nature visits appreciation; exposures nature visits,0
1779,impacts 22 strategic; outbreak supply chains; 19 outbreak supply; supply chain disturbances; positive consequences; evaluate impacts; improving economic social; impacts; strategies deal impacts; negative impacts covid; 19 pandemic; supply chain context; impacts covid; impacts strategies required; impacts strategies; manage impacts; evaluate impacts covid; identify negative impacts; chain implications; supply chain disruptions; suppliers positive consequences; pandemic supply chain; managing impacts; covid 19 pandemic; 19 pandemic supply; social sustainability; manage impacts covid; consequences managing; sustainability; strategies manage impacts; impacts covid 19; managing impacts covid; implications improving economic; chain implications improving; positive consequences managing; economic social sustainability; impacts supply; consequences managing impacts; supply chain implications; impacts supply chain,0
1780,osteogenic differentiation improves; osteogenic differentiation bone; icariin serum; 23a 3p inhibitor; pathway inhibitors; assay pathway inhibitors; pathway proteins; pathway mrna protein; icariin regulates mir; mir 23a inhibitor; mediated osteogenic; wnt catenin pathway; bmsc viability osteogenic; catenin bmscs onfh; icariin serum concentrations; runx2 wnt catenin; 3p levels regulating; catenin pathway; treatment osteonecrosis femoral; 23a pathways onfh; icariin promotes bmsc; osteogenic differentiation; mir 23a pathways; viability osteogenic differentiation; 3p osteogenic; wnt catenin pathways; catenin pathways; pathways osteonecrosis; regulating osteogenic; icariin regulates; 23a 3p osteogenic; catenin pathway mrna; mediated osteogenic differentiation; 3p mediated osteogenic; osteogenic differentiation bmscs; role regulating osteogenic; 3p osteogenic differentiation; pathways osteonecrosis femoral; regulating osteogenic differentiation; catenin pathways osteonecrosis,1
1781,defined renewable energy; gross electricity demand; hydrothermal; existing geothermal plants; combined heat; heat power; renewable energy; geothermal plants; hydrothermal heat technical; existing geothermal; geothermal plants thermodynamic; review existing geothermal; potential hydrothermal; hydrothermal heat; energy combined heat; power hydrothermal; investigates potential hydrothermal; theoretical potential hydrothermal; performance assessment geothermal; geothermal; combined heat power; geothermal power plants; analysis existing geothermal; assessment geothermal; geothermal resources; heat power hydrothermal; geothermal resources germany; existing geothermal power; potential hydrothermal heat; hydrothermal geothermal; geothermal energy; geothermal power; power hydrothermal geothermal; hydrothermal geothermal resources; potential hydrothermal geothermal; geothermal energy combined; hydrothermal geothermal energy; geothermal potential; geothermal potential germany; assessment geothermal potential,0
1782,suggests change achieving; sdg17 partnerships goals; addresses humanity aspiration; development goals offers; improve sustainable consumption; development addresses; ensure sustainable; energies improve sustainable; operationalization integration sustainability; improve sustainable; clean energy relationships; relationships goals sdg7; sustainability address current; social environmental development; partnerships goals highlights; development mutual relationships; development addresses humanity; environmental development mutual; relationships sustainable; goals relationships; sustainability address; 17 sustainable development; integration sustainability; development goals sdgs; synergetic relationships goals; development goals; sustainable development; achieving sustainable; relationships goals; mapping sustainable; goals relationships sustainable; change achieving sustainable; partnerships goals; integration sustainability address; development goals relationships; achieving sustainable development; sustainable development addresses; relationships sustainable development; mapping sustainable development; sustainable development goals,0
1783,tufted; hair shafts; hairs distinctive features; bouquet; hair shafts single; fd emergence hair; observed hair; doll hair; emergence hair shafts; hair follicle; features hair; trichoscopic features hair; emergence hair; follicle doll hair; single hair follicle; characterized hair; unusual hair; characterized hair shafts; follicle observed hair; flowers; hair disorders; diseases tufted; unusual hair follicle; observed hair disorders; hairs unusual hair; hair disorders distinctive; hair diseases; hairs bouquet; tufted hairs distinctive; bouquet flowers; flowers hair; features hair diseases; tufted hairs unusual; tufted hairs; hairs bouquet flowers; diseases tufted hairs; bouquet flowers hair; hair diseases tufted; flowers hair diseases; tufted hairs bouquet,1
1784,green finance pursue; environmental protection; environmental variables; environmental quality; positive environment improvement; development emissions industrial; environmental quality proposed; economic development environment; environmental quality developed; study based provincial; analysis develop green; environmental protection ecological; development environmental; goal green finance; examine impact green; model green finance; finance economic development; environmental quality data; green finance relationship; environment improvement impact; ecological balance study; development environmental quality; financial activities environmental; improvement impact green; develop green finance; green finance plays; green finance positive; economic development emissions; finance environmental; green finance; data green finance; finance environmental quality; green finance improve; economic development environmental; development green finance; green finance development; environmental quality study; green finance economic; green finance environmental; impact green finance,0
1785,infants birth weights; quantitative; latent variable; records data acquired; quantitative responses; strength latent variable; bayesian method; posterior distributions parameters; variable; bayesian auxiliary; model links qualitative; model birth; dependence preterm birth; quantitative responses association; records data; qualitative quantitative; latent variable posterior; paper bayesian method; links qualitative quantitative; quantitative responses applications; model data joint; model applied birth; qualitative quantitative responses; jointly model data; variable posterior distributions; variable posterior; data qualitative; model data; records data qualitative; data joint model; birth records; data qualitative quantitative; auxiliary variable; variable model; applied birth records; birth records data; bayesian auxiliary variable; auxiliary variable model; model birth records; variable model birth,1
1786,inhibition ag490; model parkinson disease; studies evaluating trpm2; neuroprotective; pd inhibition; role neuroprotective; role neuroprotective effects; trpm2 upregulated; hypothesis trpm2; test hypothesis trpm2; neuroprotective effects; potential melastatin trpm2; model trpm2; ag490 prevented dopaminergic; neuroprotective ohda; ohda model trpm2; neuroprotective parkinson; trpm2 protein; trpm2 upregulated hydroxydopamine; trpm2 protein expression; ag490 neuroprotective ag490; neuroprotective ag490 vehicle; pd inhibition ag490; ag490 neuroprotective parkinson; ag490 neuroprotective; neuroprotective parkinson disease; neuroprotective ohda model; hypothesis trpm2 upregulated; model pd inhibition; neuroprotective effects pd; neuroprotective ag490; conclude trpm2 inhibition; ag490 neuroprotective ohda; inhibition trpm2 ag490; inhibition trpm2; trpm2 inhibition; trpm2 inhibition ag490; inhibition ag490 neuroprotective; trpm2 role neuroprotective; trpm2 ag490 neuroprotective,1
1787,economy impact economic; economy innovation; sustainable development study; environmental sustainability; circular economy; sustainability innovation investment; environmental social economic; correlation circular economy; circular economy including; sustainability impact; economic growth developed; circular economy supportive; indicators circular economy; growth integrated model; economic growth; environmental sustainability impact; supportive sustainability development; innovation environmental sustainability; components sustainable development; sustainable development; development circular economy; variables economic growth; role sustainability innovation; circular economy ce; economic growth integrated; economy economic growth; sustainability innovation; circular economy economic; model sustainable development; economic economic growth; sustainability development; impact economic growth; integrated model sustainable; sustainable development circular; circular economy impact; economy innovation environmental; environmental economic growth; economy supportive sustainability; circular economy innovation; sustainability impact economic,0
1788,mixtures haplogroup; mixtures haplogroup distance; based machine learning; study mitodataclean; detection mtdna contamination; study mitodataclean random; accuracy detection; contamination finally mitodataclean; demonstrates mitodataclean; methods mitodataclean exhibited; mitodataclean revealed training; mitodataclean machine; existing methods mitodataclean; sequencing ngs mitochondrial; data addition mitodataclean; mitodataclean achieved; study demonstrates mitodataclean; mitodataclean achieved curve; dna mutations generation; mitochondrial; methods detection mtdna; mitochondrial dna; mutations generation sequencing; addition mitodataclean achieved; optimization mitodataclean revealed; machine learning approach; dna mutations; demonstrates mitodataclean accurate; methods mitodataclean; mitodataclean accurate; mitochondrial dna mtdna; accuracy study mitodataclean; comprehensive optimization mitodataclean; optimization mitodataclean; tumor mitochondrial; derived tumor mitochondrial; tumor mitochondrial dna; mitodataclean accurate detection; mitodataclean machine learning; mitochondrial dna mutations,1
1789,docking molecular; examined molecular docking; molecular dynamics simulation; study cu nanocluster; cytotoxicity shapes copper; glycoprotein; examined molecular; molecular docking dynamics; nanoparticles; transmission examined molecular; molecular; spike glycoprotein; copper nps ligands; spike glycoprotein target; site protease spike; glycoprotein target; molecular docking molecular; glycoprotein target cylindrical; investigation cu metal; cov main protease; molecular dynamics; protease spike glycoprotein; docking molecular dynamics; morphologies inhibit sars; main protease spike; glycoprotein cytotoxicity; metal nanoparticles; spike glycoprotein cytotoxicity; morphologies inhibit; glycoprotein molecular docking; glycoprotein molecular; glycoprotein cytotoxicity shapes; glycoprotein simulations interactions; cu metal nanoparticles; spike glycoprotein molecular; glycoprotein simulations; nanoparticles morphologies; spike glycoprotein simulations; metal nanoparticles morphologies; nanoparticles morphologies inhibit,1
1790,vitamins potential; potential antioxidant neuronal; increased antioxidant; biomarker antioxidant enzymes; intensity noise stress; vit d2 noise; vit d2 decreased; oxidative stress biomarker; enhancing vitamin; d2 repeated noise; stress vit d2; memory enhancing vitamin; increased antioxidant enzymes; antioxidant noise; vit d2 dosage; d2 protects; impairment antioxidant potential; antioxidant neuronal protection; stress vitamins potential; rats increased antioxidant; biomarker antioxidant; antioxidant noise environmental; impairment antioxidant; protects noise stress; biochemical oxidative stress; d2 noise stress; noise stress vitamins; histopathological impairment antioxidant; alterations antioxidant; stress biomarker antioxidant; vit d2 protects; d2 protects acute; d2 protects noise; histopathological alterations antioxidant; vitamins potential antioxidant; vitamin d2 vit; vitamin d2; alterations antioxidant noise; enhancing vitamin d2; vitamin d2 protects,1
1791,efficiency; analyses study application; cycle multi objective; analyses; system combined; exergy efficiency; efficiency eta optimum; investigation; absorption chiller cycle; energy energy exergy; system combining; organic rankine cycle; economic analyses; optimization study; exergy economic analyses; hybrid system combined; energy efficiency; rankine cycle absorption; investigate hybrid system; integrated system; cost exergy efficiency; optimization hybrid system; system combining organic; ec exergy efficiency; efficiency eta; analyses study; analyses optimization; exergy efficiency eta; analyses optimization study; energy exergy economic; energy study; geothermal energy study; energy study performed; economic analyses optimization; integrated system combining; economic analyses study; efficiency system; energy efficiency system; investigation integrated; investigation integrated system,0
1792,protein folding protein; protein folding; hybrid awsem; atom forcefield heme; folding energy landscapes; proteins hybrid; model interactions protein; energy landscapes heme; hybrid model employing; protein structure model; landscape types heme; heme model; proteins explore computationally; exploring folding energy; sites protein folding; model heme active; types hemes; awsem heme model; model heme; types heme; proteins hybrid model; heme model heme; heme protein; heme folding; types hemes heme; role heme protein; proteins hybrid awsem; hybrid awsem heme; heme folding structure; heme types protein; structure model heme; heme heme folding; protein heme; protein heme types; interactions protein heme; heme proteins; heme protein folding; heme proteins hybrid; landscapes heme proteins; model heme proteins,1
1793,exergoeconomic equations; based exergoeconomic equations; 62 gj thermodynamic; concluded exergoeconomic analysis; flash binary cycles; analysis combined flash; exergoeconomic viewpoints; comparative analysis; cycles comprehensive parametric; exergoeconomic equations developed; field geothermal; comparative analysis combined; geothermal; gj thermodynamic; geothermal field; exergoeconomic analysis; exergoeconomic analysis sf; binary cycles sabalan; geothermal fields iran; geothermal field geothermal; field geothermal fields; cycles thermodynamic; exergoeconomic viewpoints sabalan; assessed thermodynamic; thermodynamic exergoeconomic; thermodynamic exergoeconomic performance; configurations assessed thermodynamic; geothermal fields; geothermal thermodynamic; gj thermodynamic exergoeconomic; cycles thermodynamic exergoeconomic; assessed thermodynamic exergoeconomic; thermodynamic exergoeconomic viewpoints; sabalan geothermal field; sabalan geothermal; proposed cycles thermodynamic; geothermal thermodynamic exergoeconomic; viewpoints sabalan geothermal; sabalan geothermal thermodynamic; cycles sabalan geothermal,0
1794,sensitivities co2; emissions country; risks influence; country risks thresholds; carbon dioxide; risks impacts; dioxide co2; country risks; country risks decrease; effects co2; country risks changing; increasing effects co2; carbon dioxide co2; co2 emissions 2020; risks carbon; co2 emissions panel; influence carbon; impacts co2; emissions economic risk; country risks influence; co2 emissions; energy co2 emissions; co2 emissions economic; dioxide emissions linear; energy country risks; dioxide emissions; country risks impacts; relationship co2 emissions; dioxide co2 emissions; sensitivities co2 emissions; risks influence carbon; carbon dioxide emissions; emissions country risks; risks impacts co2; influence carbon dioxide; effects co2 emissions; risks carbon dioxide; impacts co2 emissions; co2 emissions country; country risks carbon,0
1795,impaired metacognitive differentiation; gambling impaired; difficulty controlling; severity gambling impaired; impulsivity; relation metacognition; metacognitive differentiation difficulty; emotions severity gambling; metacognition gambling; differentiation decentration difficulty; impulsivity emotional; controlling impulses acceptance; role metacognition gambling; addictions manage emotions; decentration difficulty controlling; severity metacognition emotional; severity metacognition; difficulty controlling impulses; metacognition emotion regulation; differentiation difficulty controlling; dysregulation impulsivity linear; gambling severity metacognitive; gambling impaired metacognitive; gambling disorder role; emotional dysregulation; metacognition impulsivity emotional; disorder role metacognition; emotional dysregulation severity; gambling severity metacognition; metacognition impulsivity; gambling disorder gd; variables metacognition impulsivity; dysregulation impulsivity; gambling disorder; relation metacognition impulsivity; metacognition emotional dysregulation; severity gambling disorder; emotional dysregulation impulsivity; impulsivity emotional dysregulation; metacognition gambling disorder,1
1796,environmental policies control; renewable energy benefit; applicability cointegration; openness assessing; energy production; assessing economic growth; model emissions pollution; trade openness positive; activities energy production; cointegration analysis relationship; gdp co2 emissions; economic growth; analysis relationship economic; openness positive effects; growth environmental; co2 emissions model; production trade openness; economic activities energy; emissions pollution; effects economic growth; co2 emissions establish; cointegration analysis; trade economic growth; emissions model emissions; co2 emissions; trade openness energies; causality trade openness; energy production trade; emissions applicability cointegration; growth environmental policies; pollution trade openness; trade openness assessing; emissions pollution trade; economic growth co2; effects co2 emissions; applicability cointegration analysis; openness assessing economic; economic growth environmental; co2 emissions applicability; growth co2 emissions,0
1797,mcv biodiesel produced; properties biodiesels feedstocks; engine performance; biodiesels; biodiesel; biodiesels feedstocks generations; fueled biodiesel; biodiesels determined; compared pure diesel; wco biodiesels; biodiesel produced lower; properties biodiesels; biodiesel reduction hc; feedstocks generations emissions; mcv biodiesel reduction; biodiesel produced; biodiesel combustion; biodiesels reduction; wco biodiesels reduction; properties biodiesels determined; tests mcv biodiesel; biodiesel combustion depend; biodiesel reduction; performance emissions; biodiesel compared pure; comparative assessment engine; performance emissions fueled; generations emissions; emissions fueled biodiesel; assessment engine performance; mcv biodiesel compared; emissions biodiesel; fueled biodiesel generations; emissions biodiesel combustion; biodiesel generations; biodiesel compared; engine performance emissions; generations emissions performance; generations emissions biodiesel; biodiesel generations emissions,0
1798,medium graminearum; contaminants trichothecenes; 15 acdon wheat; µg wheat; rice medium fusarim; 2864 µg wheat; graminearum grown; production trichothecenes deoxynivalenol; produced fusarium fungus; production acdon rice; wheat plants rice; grown wheat; acdon wheat plant; frequently contaminants wheat; contaminants wheat study; graminearum efficient production; type trichothecenes fusarium; austroamericanum production acdon; austroamericanum production; production trichothecenes; austroamericanum graminearum; µg wheat plant; plant austroamericanum; fusarium meridionale graminearum; plants rice medium; graminearum austroamericanum; production type trichothecenes; meridionale graminearum austroamericanum; fusarium meridionale austroamericanum; meridionale austroamericanum graminearum; wheat plant austroamericanum; rice medium graminearum; grown wheat plants; austroamericanum graminearum grown; contaminants wheat; plant austroamericanum production; graminearum grown wheat; austroamericanum wheat; austroamericanum wheat plants; graminearum austroamericanum wheat,1
1799,hydrological studies; compared rainfall; ii ranking precipitation; rainfall measuring mission; evaluated suitability hydrological; rain gauge stations; analyzed precipitation; rain gauge; suitability precipitation; suitability hydrological; data rain; tropical rainfall measuring; analyzed precipitation concentration; hydrological analysis; india hydrological; data precipitation; hydrological analysis essential; hydrological analysis study; data india meteorological; study compared rainfall; sources hydrological; term precipitation data; ranking precipitation data; gridded rainfall data; rainfall measuring; precipitation data precipitation; data precipitation data; data analyzed precipitation; ghats india hydrological; data rain gauge; precipitation data rain; rainfall data; compared rainfall data; suitability hydrological studies; data sources hydrological; rainfall data sources; suitability precipitation data; rainfall data india; india hydrological analysis; sources hydrological analysis,1
1800,total electricity production; pakistan article forecasting; predicted 2030 validating; analysis 2030; electricity generation availability; electricity production; amount electricity generation; analysis 2030 amount; predicted 2030; compared hydroelectricity; consumption forecast; electricity generation; demand analysis 2030; compared hydroelectricity generation; relation hydroelectricity; 2030 amount electricity; equation hydroelectricity; values hydroelectricity; hydroelectricity; study relation hydroelectricity; forecasted values hydroelectricity; forecasting equation hydroelectricity; electricity production pakistan; study hydroelectricity; 2030 compared hydroelectricity; forecasting study hydroelectricity; consumption forecast pakistan; relation hydroelectricity consumption; consumption predicted 2030; equation hydroelectricity consumption; hydroelectricity generation; values hydroelectricity consumption; hydroelectricity generation plans; hydroelectricity consumption revealed; hydroelectricity consumption; study hydroelectricity consumption; hydroelectricity consumption annual; hydroelectricity consumption predicted; hydroelectricity consumption pakistan; hydroelectricity consumption forecast,0
1801,resources standardized naming; duplications rapid birth; updated compliant names; crp genes evolved; retroposition concerted evolution; genes evolved wgd; genes evolved; proteins; genome duplication wgd; genome duplication; explored sequences molecular; ribosomal; names updated; paralogs created genome; sequences molecular; evolution structural; molecular evolution; cytoplasmic; classical names updated; evolution structural functional; classification nomenclature; update classification; plant cytoplasmic; ribosomal proteins crps; comprehensive survey cytoplasmic; sequences molecular evolution; molecular evolution structural; nomenclature evolution resources; survey cytoplasmic; proteins update; nomenclature evolution; cytoplasmic ribosomal; update classification nomenclature; ribosomal proteins; plant cytoplasmic ribosomal; survey cytoplasmic ribosomal; classification nomenclature evolution; proteins update classification; cytoplasmic ribosomal proteins; ribosomal proteins update,1
1802,multislice electron scattering; storage materials atomic; electron; columns lithium; scale conventional electron; structure atomic scale; light elements lithium; robust atomic resolution; transmission electron; mass scanning transmission; elements lithium; electron scattering calculations; microscopy performance; lithium challenge techniques; materials atomic; techniques lithium columns; robust atomic; lithium ion conductors; multislice electron; imaging lithium heavier; experiments multislice electron; scanning transmission electron; challenge techniques lithium; microscopy performance energy; atomic resolution imaging; materials atomic scale; electron microscopy stem; lithium battery; electron microscopy provide; imaging lithium battery; lithium battery materials; imaging lithium; microscopy; techniques lithium; electron microscopy performance; conventional electron microscopy; resolution imaging lithium; simultaneous imaging lithium; transmission electron microscopy; electron microscopy,1
1803,clusters psychosocial comfort; employees ten offices; preferences psychosocial comfort; conduct indoor; psychosocial comfort; workers covid 19; workspace identify preferences; preferences psychosocial; preferences ieq psychosocial; quality psychosocial; workers based; indoor environmental quality; comfort preferences staff; quality psychosocial comfort; psychosocial comfort preferences; employees; preferences indoor; workplace covid 19; profiling office; environmental quality psychosocial; pandemic office workers; reported preferences indoor; identify preferences workers; comfort workspace identify; comfort workspace; preferences workers; workers covid; comfort workplace; conduct indoor environmental; office workers required; cluster office workers; workplace covid; preferences workers covid; comfort workplace covid; preferences indoor environmental; office workers based; office workers; psychosocial comfort workspace; profiling office workers; psychosocial comfort workplace,1
1804,challenges realise sustainable; selected neighbourhoods specific; aspects neighbourhoods light; strategies sustainable; neighbourhoods; projects city indicator; depth investigations neighbourhoods; realise sustainable development; selected neighbourhoods; city decision; neighbourhood level; neighbourhoods city; aspects neighbourhoods; study neighbourhoods; decision matrix urban; sustainable urban; paths strategies sustainable; rapid process urbanisation; urbanisation; investigations neighbourhoods; strategies urban; investigations neighbourhoods city; city decision makers; evaluations aspects neighbourhoods; neighbourhood level framework; process urbanisation; enormous urban renewal; neighbourhoods city decision; renewal neighbourhood; neighbourhoods specific strategies; urban renewal proposed; matrix urban renewal; urban renewal; renewal neighbourhood level; paths strategies urban; strategies sustainable urban; urban renewal opportunities; urban renewal neighbourhood; sustainable urban renewal; strategies urban renewal,0
1805,country divergences; priorities; divergences rebound disparities; divergences synchronized; reach covid; climate change mitigation; 2020 uneven; uneven global; policy support; divergences synchronized deep; medium term; policy support shaped; cross country divergences; multilateral; size policy support; reach covid 19; persistent divergences synchronized; concerted multilateral; priorities limit; persistent divergences; persist medium term; 2020 uneven global; concerted multilateral effort; divergences including accelerating; multilateral effort; medium term concerted; covid 19 multilateral; priorities limit persistent; limit divergences including; term concerted multilateral; limit divergences; 19 multilateral; policy priorities; multilateral policy; effort limit divergences; limit persistent divergences; multilateral effort limit; policy priorities limit; 19 multilateral policy; multilateral policy priorities,1
1806,price energy consumption; carbon emissions; findings demonstrate renewable; co2 emissions achieve; turkey evidence; energy consumption economic; imports oil; increased co2 emissions; pollution empirical findings; co2 emissions contrast; turkey energy consumption; energy includes oil; pollution empirical; bootstrap ardl test; effects oil; co2 emissions; turkey evidence bootstrap; energy supply formula; oil price; undesirable effects oil; influence co2 emissions; turkey carbon emissions; energy consumption co2; co2 emissions turkey; oil prices; emissions turkey evidence; fmols oil prices; environmental pollution empirical; oil prices negative; oil price fluctuations; test oil; consumption co2 emissions; effects oil price; oil prices renewable; fluctuations co2 emissions; imports oil price; carbon emissions study; oil price energy; objective test oil; test oil prices,0
1807,socioeconomic forces ecosystem; urbanization decades study; population density distance; economic functional china; ecosystem services esv; global ecosystems; compositions global ecosystems; ecosystems; ecosystem services findings; river china; evaluate ecosystem services; reaches yangtze river; forces ecosystem services; yangtze river uamryr; understanding ecosystem services; ecosystem services; urbanization decades; river china increasing; yangtze river; land rapid urbanization; applied urban agglomerations; urbanization; rapid urbanization decades; ecosystems services provided; rapid urbanization; functional china urban; temporal variations ecosystem; ecosystems services; urban agglomerations globe; china urban; variations ecosystem; global ecosystems services; urban agglomerations; urban agglomerations middle; yangtze river china; services urban; ecosystem services urban; china urban agglomerations; variations ecosystem services; services urban agglomerations,0
1808,obstructive pulmonary disease; pulmonary disease levels; health impacts burden; health impacts; pollutant levels reduction; burden disease; impacts evaluated airq; pollution analyse; pollutants; pollutant levels; pollutant levels pm2; pollution pm10; paf burden disease; air qualitymonitoring; impacts burden disease; pollution pm10 pm2; health air; human health air; disease air; quality health impacts; 2017 air qualitymonitoring; pollution; air quality european; air quality; influencing air pollutant; control air pollution; terms air quality; reduction air pollutant; air pollutant; burden disease air; air pollution analyse; air quality health; air pollution pm10; air pollutants integration; rate air pollutant; air pollutant levels; air pollutants; air pollution; health air pollutants; disease air pollution,0
1809,55 autistic; develop taught online; taught online; online session; skills social class; online class designed; online class; spectrum hearts feasibility; 2021 55 autistic; adults tested; autistic people helped; autistic adults; hearts feasibility test; taught online session; autistic people; feasibility test online; 55 autistic people; spectrum class; autistic people ages; unique autistic; online session class; autistic people healthy; autism; test online; class unique autistic; designed taught autistic; test online class; taught autistic; autism spectrum hearts; autism spectrum; unique autistic people; dating relationships autistic; relationships autism; autistic adults tested; relationships autism spectrum; taught autistic people; healthy relationships autism; relationships autistic adults; autism spectrum class; relationships autistic,1
1810,intake obesity pf; intake obesity; participants characterised dairy; girls consuming recommended; habits obesity; healthier lifestyle; recommended dairy; pf healthier lifestyle; habits obesity physical; classified dairy products; characterised dairy products; dairy consumption; consuming recommended dairy; conclusion recommended dairy; intake dietary; healthier lifestyle profile; dairy consumption consumed; association recommended dairy; obesity healthier; consumers recommended dairy; obesity pf healthier; fitness obesity healthier; dietary habits physical; dietary habits evaluated; dietary habits; recommended dairy products; recommendations milk dairy; intake healthy dietary; 17 dairy intake; healthy dietary; dairy intake; milk dairy consumption; obesity healthier lifestyle; intake dietary habits; dietary habits obesity; healthy dietary habits; dairy intake obesity; recommended dairy intake; dairy intake dietary; dairy intake healthy,1
1811,impact iu psychological; psychological symptoms cf; iu psychological symptoms; flexibility cf; iu psychology symptoms; cognitive control; moderated iu psychology; uncertainty iu cognitive; developing psychological symptoms; flexibility cf variety; 12 cognitive control; psychological symptoms examine; psychological symptoms covid; symptoms moderating; uncertainty psychological symptoms; relationship intolerance; variety psychological symptoms; symptom inventory intolerance; nature relationship intolerance; inventory intolerance; psychology symptoms slope; control flexibility; associations intolerance; intolerance uncertainty; determine associations intolerance; cognitive flexibility; control flexibility questionnaire; psychological symptoms moderating; iu cognitive flexibility; relationship intolerance uncertainty; flexibility change nature; cognitive flexibility cf; intolerance uncertainty scale; flexibility change; intolerance uncertainty iu; inventory intolerance uncertainty; cognitive control flexibility; intolerance uncertainty psychological; associations intolerance uncertainty; cognitive flexibility change,1
1812,therapeutic opportunities treating; opportunities targeting; therapeutic opportunities; parthanatos; drugs therapeutic strategies; pathogenesis diseases; parthanatos form regulated; multiple levels therapeutic; multiple levels therapy; opportunities targeting multiple; parthanatos crucial; sclerosis parthanatos; parthanatos pathway; players parthanatos; parthanatos based; treating parthanatos; parthanatos multistep; targeting multiple levels; treating parthanatos based; parthanatos pathway pleiotropic; parthanatos crucial development; therapy parthanatos based; therapy parthanatos; biochemical mechanisms parthanatos; sclerosis parthanatos multistep; levels therapeutic opportunities; mechanisms parthanatos; parthanatos pathway reveal; players parthanatos pathway; pathogenesis parthanatos form; key players parthanatos; mechanisms parthanatos crucial; based pathogenesis parthanatos; players parthanatos opportunities; pathogenesis parthanatos; parthanatos based pathogenesis; parthanatos opportunities; levels therapy parthanatos; parthanatos opportunities targeting; opportunities treating parthanatos,1
1813,disease psittacine birds; disease psittacine; proventriculus cd3 lymphocytes; nervous systems cockatiels; lethal disease psittacine; infected; macrophages microglia cockatiels; lymphocytes inflammatory; iba1 macrophages perivascular; microglia cockatiels; cockatiels nymphicus; immunophenotype; hollandicus experimentally; lymphocytes iba1 macrophages; lymphocytes inflammatory infiltrates; systems cockatiels nymphicus; inflammatory infiltrate proventriculus; nymphicus hollandicus; infected parrot; infected cockatiels predominately; immunophenotype inflammatory response; pabv infected; cockatiels nymphicus hollandicus; immunophenotype inflammatory; nymphicus hollandicus experimentally; infected cockatiels; experimentally infected; bornavirus pabv; bornavirus; experimentally infected parrot; proventriculus pabv infected; pabv infected cockatiels; parrot bornavirus pabv; parrot bornavirus; bornavirus proventricular; bornavirus proventricular dilatation; parrot bornavirus proventricular; hollandicus experimentally infected; bornavirus pabv perivascular; infected parrot bornavirus,1
1814,interactions injustices listens; offs contradictions sustainable; justice sdgs; sdg2 climate energy; nature justice lele; sdg8 argue sustainable; justices injustices; social justice broadly; decolonial environmental justices; sustainable development goals; contradictions synergies trade; sdgs synergies; nature justice; ej social justice; social justice; sdgs premise environmental; lead environmental justices; environmental justices create; approach environmental justice; complex interactions injustices; justice ej social; interactions injustices; environmental justices; environmental justice recognises; gaps contradictions; contradictions synergies; injustices environmental; environmental nature justice; contradictions sustainable development; justices injustices environmental; environmental justices injustices; synergies gaps; environmental justice; injustices environmental justice; sdgs synergies gaps; justice sdgs synergies; environmental justice ej; synergies gaps contradictions; environmental justice sdgs; gaps contradictions synergies,0
