uuid,Keywords,label
0,subclinical; habits; intensity; measured; smokers; smoking; cigarette; cardiovascular; concentrations; population; troponin; troponins; study; consumption; tobacco,1
1445,indicator; egretta; metals; environment; digestion; health; concerns; garzetta; egrets; risk; risks; environmental; toxic; contaminations; contaminates,1
1446,collected; carbon; reduction; combined; logistics; assess; calculated; emissions; environmental; food; lca; criteria; waste; analysis; digestion,0
1447,integrated; china; econometric; economy; findings; study; evaluate; estimation; reduction; trading; policy; environment; evidence; emission; carbon,0
1448,reduction; combined; optimal; economic; minimization; optimized; heating; computation; power; heat; system; energy; systems; network; optimization,0
1449,mechanistic; therapeutic; abnormalities; treatments; disease; mechanisms; preclinical; parkinson; clinic; sleep; dysfunctions; rhythm; symptoms; rhythms; physiology,1
1450,intracranial; preoperative; differences; protocols; intraoperatively; distraction; cranial; complications; intraoperative; outcomes; coronal; comparison; comparing; osteogenesis; craniosynostosis,1
1451,lagomorphs; gland; thoracic; americanus; arterial; embolism; eclampsia; hemochorial; emboli; hemothorax; pulmonary; trophoblasts; lepus; trophoblast; snowshoe,1
1452,examine; surgical; evidence; fibrosis; perineural; examined; tunnel; epineural; study; 35; findings; decompression; compression; diagnosis; ultrasound,1
1453,2010; 1990; birthweight; factors; pregnancy; growth; periods; children; japanese; preschool; japan; trends; pregnancies; survey; surveys,1
1454,lifetime; alcohols; extend; extending; compounds; bacteria; juices; juice; chemical; flavor; fluctuations; antioxidant; controlling; flavoring; cucumber,1
1455,visual; regularities; advantage; statistical; proportion; prioritised; selective; attention; special; animals; prioritises; attentional; animacy; inanimates; animates,1
1456,phc; pandemic; circumstances; nurses; covid; health; chronic; impact; provision; impacting; outcomes; impacts; 19; clinical; healthcare,1
1457,system; batteries; resources; analysis; v2g; integration; vehicle; power; indonesia; fuel; vehicles; grid; electric; economic; energy,0
1458,effects; titanium; tio2; tio2nps; lemmermann; spectroscopy; chlorophyll; microalgae; microalga; microscopic; exposure; nanoparticles; dioxide; toxicity; toxic,1
1459,social; sources; participants; peers; socializing; adolescents; parent; peer; racial; interracial; parents; relationships; parental; interactions; influence,1
1460,growth; shortage; emission; regional; industry; china; opportunities; industrial; economic; energy; reduction; potential; efficiency; pollution; environmental,0
1461,combination; heating; technologies; nonlinear; strategies; environmental; objects; electrical; electricity; operation; optimal; optimization; building; buildings; efficiency,0
1462,dissipative; affords; beneficial; elastoplastic; electrical; engineered; stress; encoded; tyrosine; triboelectricity; bioelectronics; silk; electrodes; electrode; fibroin,1
1463,evidence; emissions; study; growth; empirical; causality; liberalization; consumption; economic; findings; investigate; dioxide; analysis; kuwait; investigation,0
1464,anatomical; contour; factors; flight; comparing; morphogenetic; breeds; profiles; transcriptomic; differentially; transcriptome; feathers; morphogenesis; morphology; differences,1
1465,causality; examined; identifies; pollutant; evidence; economic; reveals; explores; findings; economies; investigating; e7; ecosystem; energy; hydroelectricity,0
1466,management; position; agitation; airways; physiologic; respiratory; administration; oxygenation; analgesia; airway; physician; physicians; preoxygenation; medications; prehospital,1
1467,repair; probabilistic; capacities; damage; superelastic; probability; vulnerabilities; weakens; resilience; bridges; vulnerable; steel; bridge; concrete; fragility,0
1468,preference; optimal; electricity; analytical; criteria; decisions; decision; hydropower; selecting; selection; quantitative; qualitative; hydroelectric; hydroelectricity; evaluation,0
1469,study; scale; economic; photobioreactors; cultivation; analyze; biomass; fuels; feasibility; industrial; economical; algae; facility; microalgae; biodiesel,0
1470,estimated; province; meteorological; analyzed; evaluate; assessment; turbines; iran; power; potential; southeastern; environmental; electricity; energy; wind,0
1471,pneumatization; alveolar; gas; interaction; mixture; o2; insufficiency; molecular; manifestations; rehabilitation; mechanisms; inhalation; inhalations; ventilation; effects,1
1472,energy; connections; causal; recommendations; heterogeneity; impact; evidence; influence; homogeneity; cointegration; carbon; emissions; causality; urbanization; africa,0
1473,transmission; equipment; analyzed; system; sustainable; electric; thermal; electro; objective; economic; operation; energy; efficient; optimization; efficiency,0
1474,necrosis; machinery; microtubule; mitogen; exploits; motifs; macroautophagy; histocompatibility; utilization; biogenesis; immune; tuberculosis; infection; mycobacterium; pathogens,1
1475,innovative; agendas; adapt; experimental; practices; experiments; adaptable; management; rehabilitated; adaptive; evolve; degradation; mangrove; restoration; rehabilitation,0
1476,replace; energy; systems; system; residential; temperature; configuration; configurations; cycle; china; climate; heat; subcooling; electricity; heating,0
1477,borders; cooperative; secondary; compassion; curricula; nascent; growing; national; empathy; global; education; pandemic; globalism; globalization; citizenship,1
1478,analysis; analyze; analyses; environmental; evaluations; systems; technologies; sustainable; agroecology; documents; futures; ecosystem; agricultural; agriculture; ecosystems,0
1479,urban; industries; innovation; increases; economic; increase; expenditure; industrial; agglomeration; residents; infrastructure; health; environmental; pollution; pollutionintensive,0
1480,growth; economic; increasing; natural; decrease; utilization; consumptions; model; renewable; prediction; accumulation; consumption; forecasting; grey; energy,0
1481,impact; inefficiency; examine; evaluated; integrated; economic; efficiency; countries; industrialization; integration; study; environmental; analysis; analyze; sustainability,0
1482,reduction; impact; studies; data; regulation; haze; heterogeneous; progress; effects; china; environmental; evidence; technological; heterogeneity; pollution,0
1483,biomass; weather; generate; solar; radiation; temperature; power; cooling; efficiency; analysis; heating; energy; thermal; gasification; thermodynamics,0
1484,models; pathogenesis; rnas; differentially; mechanisms; byproducts; expression; therapies; differential; neuron; transcriptional; nucleotides; therapeutic; neuropathic; therapeutics,1
1485,aggressors; pecking; thermal; aggression; temperature; measurements; colchicus; hotter; physiological; thermography; peckers; differences; thermographic; temperatures; pheasants,1
1486,covid; food; effects; estimations; economies; interactions; countries; malnutrition; contributes; macroeconomic; restrictions; 19; aspects; evidence; impacts,0
1487,facilitates; province; policies; beijing; valuation; improvement; household; forests; forestry; willingness; improving; effectiveness; environments; households; afforestation,0
1488,beneficial; fibres; associations; correlations; training; decrease; velocity; induces; glucose; improve; glycemic; adaptations; volumes; increase; females,1
1489,mediterranean; sizing; techno; photovoltaics; strategies; nigeria; savannah; grid; optimal; climates; economic; tropical; analysis; nanogrid; optimization,0
1490,aeruginosa; biomedical; microbial; proteins; crystalline; staphylococcus; extracellular; pathogens; cytotoxicity; antibacterial; antimicrobial; anticancer; carcinoma; streptomyces; nanoparticles,1
1491,transesterification; esterification; oils; copolymerization; silica; composites; imidazolium; catalytic; recyclable; catalyst; sulfate; polymeric; biodiesel; sulfonated; sulfopropyl,0
1492,acid; dosage; fagopyrum; effective; drugs; exothermic; wastewater; inflammatory; ketoprofen; adsorptive; synthetic; effluent; adsorption; adsorbent; drug,1
1493,tendency; spatiotemporal; haze; economic; corporate; promoting; cities; urban; clustering; governance; industry; china; industrial; evidence; pollution,0
1494,watersheds; stochastic; threshold; analysis; strategies; safety; contamination; environmental; risk; streams; evaluation; stakeholders; systems; reliability; sustainability,1
1495,production; technological; economic; destructively; resolutions; efficiently; smart; integrated; integrate; constructively; industry; approach; manufacturing; sustainability; sustainable,0
1496,scientific; genomes; developments; environmental; breeds; techniques; applications; breeders; breeding; approaches; farmers; progressive; agriculture; agricultural; biotechnology,1
1497,treatment; seizures; convulsive; disability; monitoring; management; comprehensive; status; diagnosed; prognosis; paediatric; review; electroencephalogram; aetiologies; epilepticus,1
1498,solar; perspective; technical; biomass; generate; technologies; electricity; sustainable; selection; strategic; resources; environmental; wind; energy; pakistan,0
1499,courses; design; algorithms; designed; intelligent; tutor; computer; system; computing; program; systems; designing; tutoring; programming; programing,1
1500,naemsp; position; ems; statement; mitigating; mechanical; interfacility; ventilators; ventilation; ventilations; hyperventilation; ventilatory; hospital; respiratory; prehospital,1
1501,narrative; turkish; motion; language; english; monolingual; directional; linguistic; descriptions; events; monolinguals; bilingual; transfer; languages; bilinguals,1
1502,gas; technologies; developed; evolution; china; resources; technology; chinese; exploration; develop; geological; strategy; development; oil; potential,0
1503,security; measurement; economic; renewable; gevi; economics; exposure; green; international; resilience; sustainability; vulnerable; global; energy; vulnerability,0
1504,mechanisms; tissues; health; therapeutic; environmental; transcriptional; intestinal; regulation; genetic; bacterial; microbes; gastrointestinal; epigenetic; microbial; microbiota,1
1505,foxo1; foxo3a; protein; stimulation; myogenic; atrophy; nutritional; proteins; supplementation; proteasome; amino; supplement; hypoxia; oxygenation; oxygen,1
1506,collaboration; 19; implementation; intervention; covid; crucial; supplies; supplied; instructional; lecturers; lecturer; affirmation; curriculum; pandemic; support,1
1507,demonstrated; registration; rigorous; recognize; images; image; computed; digital; imagery; recognition; identify; lunar; identification; craters; crater,1
1508,precipitation; watersheds; summer; impacts; extremes; increases; patterns; frequent; climate; frequency; drought; regions; hydrological; droughts; meteorological,0
1509,scenarios; economic; situation; greenhouse; renewables; assessing; household; impacts; management; composting; recycling; waste; environmental; sustainable; sustainability,0
1510,scales; proportion; treatment; months; scores; postoperative; difference; improvement; surgical; surgery; outcomes; comparison; expectations; recovery; patients,1
1511,emissions; warming; livestock; farms; emission; reveal; sustainable; future; degradation; traditional; gonna; change; decline; production; meat,1
1512,sensor; specimen; luminescence; interval; oxyluciferin; detection; specimens; clinical; evaluate; diagnosis; virus; diagnoses; biochemiluminescent; biochemiluminscence; influenza,1
1513,bundle; aspects; characteristics; regions; services; identify; factors; bundles; detecting; synergies; beijing; urbanization; identification; ecosystem; ecosystems,0
1514,structures; pathogenetically; m2; factors; macrophage; patterns; depression; antidepressant; mice; behavioral; effects; stimulation; cytokine; macrophages; cytokines,1
1515,mucosal; barrier; bloodstream; hospital; evaluation; injury; bacterial; infectious; clinical; malignancy; laboratory; hematologic; microbiological; malignancies; infection,1
1516,describing; dynamically; methodology; neuroimaging; features; processing; referencing; embedding; topographical; preprocessing; topographic; electrode; techniques; topological; electroencephalography,1
1517,indication; homogenization; climate; populations; losses; conservation; ecological; warning; insects; species; ecosystem; biologists; extinction; scientists; extinctions,0
1518,tuta; table; gelechiidae; mathematically; larval; temperatures; percentages; miner; thresholds; insects; thermal; lepidoptera; parameters; requirements; tomato,1
1519,superoxide; analyzed; evaluate; stress; study; healthy; controlling; girls; control; balance; myeloperoxidase; oxidative; oxidant; puberty; antioxidant,1
1520,studied; efficiency; radiation; investigate; study; performance; assessment; thermal; solar; analysis; atomizer; atomizers; investigation; experimental; ultrasound,0
1521,projects; protocols; louisiana; pandemic; study; policies; institute; fatalities; industry; demonstrates; safety; dow; construction; impacts; industrial,1
1522,agricultural; producing; supply; contributions; grain; china; vegetation; predict; prediction; datasets; factors; data; wheat; yield; identifying,0
1523,degradation; manufacture; economy; economic; models; mathematical; industrial; technologies; laser; polymers; techniques; manufacturing; modeling; 3d; printing,0
1524,consensus; evidence; societies; spine; patients; committee; vertebral; wfns; thoracolumbar; neurological; neurosurgical; indications; nonsurgical; spinal; recommendations,1
1525,criterion; water; air; region; monitoring; distribution; mine; indexing; assessment; mining; pollutant; groundwater; impact; pollutants; pollution,1
1526,investigates; remediate; parameters; nutrients; prevalent; petroleum; plasticizers; microbial; operation; bioaugmentation; organic; bioremediation; pollutants; composting; contaminants,1
1527,eco; increase; income; factors; estimates; distributive; consumption; climate; economies; coefficients; renewable; productivity; innovation; environmental; energy,0
1528,prognosis; biological; diseases; finger; genome; structures; cancers; motifs; zinc; functions; tumorigenesis; mechanisms; carcinoma; proteins; hepatocellular,1
1529,water; tank; dispersion; particles; surface; dosage; properties; adhesion; mechanism; droplets; mineral; kaolin; oil; chemical; effects,1
1530,green; growth; environment; developing; structural; factors; mechanism; china; chinese; industry; environmental; regulation; analyzing; manufacturing; transformation,0
1531,turkish; rojannasrirat; practice; dimensions; collaborative; coefficient; sosua; scale; interprofessional; alpha; scales; ipas; attitudes; attitude; adaptation,1
1532,farmers; yields; biogas; nutrients; sustainability; renewables; degradation; residues; fertilizers; biochar; agronomic; agrotechnical; fermentation; agrochemical; agrochemicals,0
1533,etiological; ohfv; glycoprotein; flaviviruses; zoonotic; arboviruses; mammalian; infection; muskrat; omsk; fever; viruses; hemorrhagic; encephalitis; virus,1
1534,pd1; hl; inhibitors; pdl; hla; tumor; hodgkin; hdlm; cytotoxic; cd38; cytotoxicity; immunophenotypic; lymphocytes; lymphoma; lymphocyte,1
1535,cooperation; progress; density; achieving; challenges; plans; planning; strategies; environmental; cities; city; urban; sustainable; urbanism; sustainability,0
1536,2020; potential; consequences; consumption; decoupling; pakistan; mitigation; impacting; carbon; co2; transport; analysis; coefficient; emissions; dioxide,0
1537,energy; gases; development; emerging; technology; purified; technologies; purity; membranes; electrolysis; molecular; electrochemical; membrane; hydrogen; purification,0
1538,economic; decomposition; driving; footprint; socioeconomic; reduction; global; emission; pressure; sequestration; vegetation; influence; carbon; emissions; factors,0
1539,hectare; cultivation; alternative; economical; industry; crop; industries; sustainable; textiles; agricultural; textile; industrial; fibers; fiber; cotton,0
1540,facilitate; investigation; adaptation; analysis; change; understanding; cascade; compounding; assessing; affect; implications; environment; effects; climate; impacts,0
1541,benzodiazepines; prescriber; governance; opioids; regulation; monitoring; mortality; prescribers; pharmacists; drug; psychostimulants; surveillance; prescription; overdoses; overdose,1
1542,soil; samples; detection; soils; solvent; coefficients; microextraction; liquid; chromatography; molecular; extractants; herbicides; herbicide; hydrophilic; sulfonylurea,1
1543,effectiveness; operation; power; operational; constrained; storage; robustness; energy; schedule; flexibility; optimization; hydrogen; grid; scheduling; microgrid,0
1544,nucleation; tin; electronic; propensity; electrode; energy; batteries; synergistic; metallic; adsorption; battery; metal; sodium; electrochemical; manipulation,1
1545,fabricated; beta; na2so4; electrodes; pesticide; fabrication; chemical; electrode; acid; pbo2; electrocatalytic; electrolysis; electrodeposition; electrochemical; naphthoxyacetic,0
1546,differences; expression; phenotype; study; growth; carp; genes; carps; competitiveness; phenotypes; gene; hungarian; genetic; cyprinus; carpio,1
1547,decarbonise; gasification; economic; electrolyser; economy; digestion; analysis; industrial; assessment; waste; wastewater; anaerobic; efficiency; biomethane; biomethanation,0
1548,company; corona; bochum; office; gmbh; measures; usb; longitudinal; occupational; companies; administrative; restrictions; staff; mobile; study,1
1549,procedure; environment; findings; evidence; fuels; hypothesis; sustainable; pollution; tests; energy; environmental; demonstrate; testing; ecological; hydropower,0
1550,choices; gas; china; north; energy; rural; province; households; shanxi; northern; compensate; willingness; compensation; coal; heating,0
1551,interact; regulation; technology; democracy; disruptive; governance; communication; innovation; sustainable; connecting; citizens; technologies; blockchain; cities; challenges,0
1552,measure; impairment; magnetic; markers; alzheimer; challenges; implications; etiologies; brain; clinical; vascular; quantification; health; biomarkers; cerebrovascular,1
1553,sustainable; expenditure; factors; economic; contribution; vulnerable; cities; integrate; analyzed; evaluated; indicators; analysis; assessment; drought; vulnerability,0
1554,approximations; clinical; numerical; prediction; models; formula; computational; computationally; geometric; predictions; feasibility; geometries; patterns; scenarios; simulations,1
1555,affect; mechanism; emissions; efficiency; china; industry; carbon; land; industrial; impacts; manufacturing; dioxide; transport; environmental; infrastructure,0
1556,landscape; conservation; utilizes; geographic; yangtze; ecologically; river; land; economic; transitions; urbanization; ecological; impacts; forestland; ecosystem,0
1557,evaluation; intervention; virus; perception; investigations; procedures; patients; prevention; institutional; outbreak; infected; prevalence; infection; symptoms; dentists,0
1558,aspergillus; streptococcus; antibiotic; flavus; pathogens; nanophox; biocompatible; staphylococcus; crystalline; nanomaterials; lancifolius; antibacterial; anticancer; nanoparticles; antimicrobial,1
1559,integrated; road; sectoral; fuel; power; vehicles; regulation; energy; europe; european; decarbonizing; transport; decarbonization; electric; electricity,0
1560,global; 2050; radioactive; hot; resource; electrical; estimated; potential; thermal; power; heat; rock; electricity; energy; geothermal,0
1561,residents; attention; visits; socioeconomic; nuisances; green; services; impacts; disservices; cities; ecological; urban; environment; conservation; ecosystem,0
1562,development; correlation; provinces; environmental; enterprise; manufacturing; innovation; government; subsidies; industry; efficiency; industrial; economic; economy; regulations,0
1563,health; molecules; microrna; sensors; physicochemical; laser; detection; medical; diseases; electronics; biochemical; monitoring; graphene; diagnosis; physiological,1
1564,remediation; household; regenerate; roadmap; remanufacturing; poland; management; solutions; municipal; waste; recycling; infrastructure; economic; economy; transformation,0
1565,models; regression; measurement; transformation; time; algorithms; error; statistical; simulation; outcomes; bayesian; errors; failure; scenarios; analysis,1
1566,month; latitudes; covid; countries; demographic; association; factors; 19; investigated; indicators; global; environmental; studies; study; climates,0
1567,homeostasis; molecular; apoptosis; phenotypes; hypertension; myocardial; hyperglycemia; pathophysiological; dysfunction; diabetic; pathophysiology; diabetes; hyperinsulinemia; abnormalities; cardiomyopathy,1
1568,emission; unhealthy; controversial; uncertainty; growth; emissions; influence; expansion; uncertainties; environment; consumption; energy; causality; climate; economic,0
1569,identification; context; decisions; infections; intensive; screening; complications; outcomes; emerging; 19; covid; review; evidence; narrative; delirium,1
1570,invasive; capan; treatments; inhibitors; drug; erk1; cells; apoptosis; cxcl3; resistance; invasion; pancreatic; chk1; anticancer; parp1,1
1571,cointegration; study; equilibrium; oecd; investigates; infrastructure; causality; countries; consumption; growth; panel; analyses; energy; analysis; economic,0
1572,doses; changing; physician; personalized; improved; recommendations; recommended; multivariable; optional; acceptance; mandatory; genotype; warfarin; pharmacist; genotyping,1
1573,algorithm; integrated; objective; system; environment; scenario; environmental; park; operation; energy; electricity; utilization; optimal; efficiency; optimization,0
1574,mri; ph; nanoclusters; dual; t1; nanoprobe; imaging; t2; tumor; tumors; synthetic; h2o2; magnetic; superparamagnetic; microemulsion,1
1575,adhesion; leukocyte; exacerbates; preclinical; inflammatory; protein; glycation; intracellular; complications; insulin; adipocytes; diabetic; vascular; microvascular; diabetes,1
1576,microgrids; catastrophic; challenges; facilities; economic; outbreak; crisis; powering; saharan; energy; ethiopian; access; electricity; pandemic; ethiopia,1
1577,dea; analysis; implementing; measure; slovenia; environmental; measuring; ranking; application; economic; criteria; economy; european; countries; europe,0
1578,cycloaddition; xylene; stereochemistry; metathesis; alkene; carbonylative; synthesized; synthetic; paracyclophane; synthesis; hexabenzocoronenylparacyclophanes; octaphenyl; triphenylparacyclophanes; triphenylparacyclophane; triphenylparacyclophanediene,1
1579,phenotype; clinical; l614p; gene; laboratory; cell; cells; recombination; btk; spectrum; mutations; mutation; expanding; immunoglobulin; agammaglobulinemia,1
1580,recipients; protocol; doses; dose; clinical; rejection; rabbit; biopsy; patients; subclinical; rejections; globulin; transplantation; transplant; antithymocyte,1
1581,construction; province; lakes; increasing; natural; evolution; lake; pollution; economic; eutrophication; china; restoration; erhai; sustainable; environmental,0
1582,therapeutics; programmable; algorithm; crrnas; step; detection; diagnostics; targeting; platform; viruses; screening; cas13; coronavirus; virus; antiviral,1
1583,comprehensive; efficient; identified; sensitivity; categories; elucidate; profiling; dimensional; data; characterization; decoction; analysis; chemical; chromatography; spectrometry,1
1584,chemical; evaluation; biomarker; environmental; biomarkers; ostracods; ostracod; chemicals; quantitative; quantify; contamination; contaminated; toxicity; toxic; bioassay,1
1585,nucleation; transform; enantiopure; dichroism; enantiomeric; chemical; ketoprofen; molecular; speciation; infrared; elucidation; crystallization; supramolecular; spectroscopic; spectroscopy,1
1586,demand; growing; regulation; growth; energy; consumption; urbanization; underground; market; supply; development; chinese; storage; china; gas,0
1587,protozoan; procedure; parvum; scouring; tests; cattle; calves; fecal; compared; diarrhea; cryptosporidium; calf; comparison; feces; samples,1
1588,probiotics; inhibiting; inflammatory; immune; sodium; alleviates; curvatus; induced; intestinal; mucin; immunomodulatory; sulfate; colitis; lactobacillus; latilactobacillus,1
1589,tomography; networks; convolutional; scans; optimization; ct; 2019; covid; algorithm; diagnosis; algorithms; 19; coronavirus; scan; detection,1
1590,reduction; providing; materials; factor; flat; aspects; nanofluid; friction; nanofluids; impact; collector; energy; solar; efficiency; plate,0
1591,material; recycling; photovoltaic; telluride; cadmium; cdte; materials; solar; panels; chemical; impacts; environmental; environmentals; silicon; crystalline,0
1592,sustainable; desorption; biodegradation; processes; contaminated; accumulation; costs; removal; performances; sediments; bioremediation; marine; comparison; comparing; remediation,0
1593,remineralization; sediment; stocks; economic; sediments; terrestrial; estimates; global; marine; globally; ocean; climate; carbon; patterns; impacts,0
1594,production; growth; setups; processing; industry; upgrading; waste; improve; textile; framework; improvements; manufacturing; improving; improvement; sustainable,0
1595,effects; performance; assess; combined; waste; evaluated; energy; freshwater; evaluate; analysis; analyzed; analyses; combustion; electricity; gasification,0
1596,reported; localised; rare; extremely; atrial; mature; tumour; atrium; left; paediatric; cardiac; hamartoma; myocytes,1
1597,hyperalgesia; patients; immunosorbent; immunofluorescence; mellitus; diabetic; cytokine; experiments; enzyme; glucose; study; clinical; 1β; p2y12; diabetes,1
1598,incubation; biofilm; polluted; submerged; purified; toxic; substrate; biofilms; bacteria; bacterial; bioremediation; seawater; contamination; exopolysaccharides; exopolysaccharide,1
1599,metal; mechanisms; environments; gambusia; ions; impact; affect; contaminated; organisms; environmental; ionomes; ionomic; impacts; pollution; mosquitofish,1
1600,vulnerability; data; survey; 19; 20; adverse; perspective; stress; 18; intimate; partner; pandemic; violence; relationships; women,1
1601,activated; discrete; generated; amplitude; inhibition; generates; activation; dorsal; difps; spinal; stimulation; potentials; field; neuronal; neurons,1
1602,protection; community; practice; shipping; pollution; degradation; monitoring; development; governance; environmental; sea; evaluation; green; china; port,0
1603,intensity; luminescence; phase; ucnp; concentration; nm; diffraction; gd; f4; influence; tm3; yb3; doping; gd3; nanoparticles,1
1604,autoregressive; investment; emissions; institutional; fdi; relationship; inflow; degradation; inflows; exploration; ardl; pakistan; pollutants; pollution; environmental,0
1605,variable; scale; transpiration; vineyard; energy; vineyards; partitioning; quantification; vegetation; extraction; evaporation; estimation; ecosystem; assessment; evapotranspiration,1
1606,operating; techno; aggregated; melbourne; assessment; perspective; technical; comprehensive; flexibility; analysis; economic; integrated; optimization; urban; optimized,0
1607,vulgaris; holes; monospecific; chlorella; density; feeding; larvae; megalopa; nannochloropsis; diets; centrifuges; pelagicus; portunus; microalgal; microalgae,1
1608,emissions; 2025; pattern; grey; forecasting; africa; global; climate; mathematical; model; fractional; carbon; algorithm; conformable; dioxide,0
1609,tire; reduction; evaluate; road; potential; scenarios; tires; china; analysis; renewable; assessment; waste; asphalt; environmentally; recycling,0
1610,association; study; outcomes; examining; motive; cognitions; examination; hooking; behaviors; college; students; motives; campuses; hookup; hookups,1
1611,provincial; sustainable; environmental; 2030; shortage; utilization; decomposed; analysis; increasing; consumption; decreasing; economic; decomposition; decoupling; growth,0
1612,distribution; evaluation; methods; seawater; concentrations; hierarchy; classification; analyses; entropy; water; calculation; coastal; statistical; analysis; methodology,1
1613,sustainable; impact; pollution; policies; growth; environment; investigates; pollutants; tourism; tourists; environmental; revisiting; impacts; economic; economies,0
1614,residential; economy; consumption; shrinking; impacts; lifestyle; decline; socioeconomic; eastern; increasing; energy; ageing; europe; population; environmental,0
1615,network; advanced; measurements; networks; algorithm; monitoring; study; algorithms; ecological; ahead; quantitative; forecasting; pollution; zone; huaihai,0
1616,method; energy; robust; thermal; power; uncertainties; plant; photovoltaics; operating; algorithm; clustering; turbines; coefficient; optimal; stochastic,0
1617,chronic; clinical; improving; menopause; manifestations; transitional; symptoms; reproductive; menopausal; prescription; estrogenic; recommendations; replacement; therapy; hormone,1
1618,likelihood; iterative; components; regression; estimators; outcomes; surrogate; estimation; evaluation; clinical; inference; trial; efficacy; trials; vaccine,1
1619,environmental; analysis; packaging; ecosystem; pollution; publications; peer; bioaccumulation; oceans; marine; issue; economic; litter; plastics; plastic,0
1620,preclinical; critical; investigated; pharmacokinetics; imaging; probe; biochemical; targeted; investigation; targets; profiles; techniques; opportunities; challenges; probes,1
1621,population; healthcare; debt; burden; 19; risk; conflicts; coronavirus; disparities; incidence; communicable; diseases; causality; poverty; epidemic,0
1622,measured; activities; increased; factorization; hourly; scale; reductions; beijing; zones; concentrations; pm2; tianjin; pandemic; control; levels,0
1623,economic; study; china; scientific; industry; technological; urbanization; agglomeration; empirical; statistical; dioxide; environmental; industrial; econometric; pollution,0
1624,determining; determination; factor; tension; seismic; frames; performance; overstrength; analyses; factors; quantify; estimated; investigated; assess; evaluation,0
1625,benefits; program; livelihood; green; grain; farm; sustainable; programs; subsidies; ecosystem; china; shaanxi; livelihoods; environmental; conservation,0
1626,biodiversity; degradation; analyze; land; suitability; quality; ecosystem; impact; study; density; expansion; conservation; ethiopia; qualitative; habitat,0
1627,cylinder; particles; efficiency; oxide; oil; sio2; chemical; fuel; distilled; hybrid; ceo2; nanoparticles; influence; engine; diesel,1
1628,aggregate; materials; cementitious; artificial; engineering; system; algorithms; optimal; optimizing; optimization; intelligent; hybrid; designing; algorithm; concrete,0
1629,plasma; effects; mice; receptor; obesity; proliferator; insulin; retardants; propyl; gamma; peroxisome; glucose; peptide; phosphate; organophosphate,1
1630,method; platforms; doping; anabolic; biomarkers; abuses; biomarker; laboratories; androgenic; spectrometry; targeted; methodological; testosterone; abuse; metabolomics,1
1631,ecosystem; investigate; biodiversity; deep; development; extracting; learning; discovered; phenological; developed; invasion; invasive; spatial; spectral; alterniflora,0
1632,lymphocytes; complications; pathogenesis; respiratory; epidemiology; vaccination; syndrome; camels; camelid; vaccine; infection; antiviral; camelids; virus; coronavirus,1
1633,committee; formulate; fracture; injuries; wfns; spine; recommendation; neurosurgical; systematic; guidelines; fractures; techniques; recommendations; surgical; thoracolumbar,1
1634,brics; effects; impact; researchers; estimators; evidence; researches; consumption; economic; empirical; econometric; causality; biomass; environmental; energy,0
1635,neutralizing; alpha; beta; seasonal; coronaviruses; neutralization; neutralize; antigens; bnt162b2; virus; bnt161b2; vaccination; betacoronaviruses; vaccinees; betacoronavirus,1
1636,financial; foreign; enhances; road; advances; countries; improve; environment; growth; institutions; implications; improves; development; environmental; investment,0
1637,liquefied; japan; key; decarbonise; chain; gas; carbon; europe; carriers; scale; analysis; energy; transport; efficiency; hydrogen,0
1638,analysis; producing; analyser; evaluate; energy; maximisation; gasification; biomass; sustainable; hydrogen; evaluation; optimisation; environmental; feedstock; waste,0
1639,positive; population; immigrant; characteristics; investigating; opportunities; analysis; network; association; social; immigration; contact; relationships; immigrants; contacts,1
1640,perspectives; symptom; sankeys; sankey; visualizing; diagram; subgroups; synopsis; flow; patients; focusing; cancer; overview; diagrams; trajectories,1
1641,synthesized; nanoparticles; aeruginosa; antibacterial; spirogyra; biomedical; spectroscopy; membrane; algae; catalytic; hyalina; microscopy; nanotechnology; nanomaterials; biosynthesis,1
1642,adaptation; exposure; scenario; socioeconomic; projected; emissions; extremes; analysis; african; climate; scenarios; estimates; populations; evaluations; africa,0
1643,efficiencies; heat; systems; analysis; economic; environmental; ejector; building; efficiency; energy; solar; geometry; buildings; ejectors; residential,0
1644,respiratory; infect; symptoms; mediator; coronavirus; membrane; transmit; pseudovirus; sars; cells; protection; transmission; ace2; barrier; skin,1
1645,assessment; generating; resources; generate; residues; waste; energy; biorefineries; technologies; biorefining; biomass; sustainable; ecological; bioresources; biofuels,0
1646,sectoral; accounting; yuan; optimization; reduction; industry; impact; emissions; china; economic; industrial; trading; dioxide; carbon; impacts,0
1647,bacilli; myocarditis; regensburgei; chloramphenicol; farms; fluoroquinolones; feces; pathogen; aminoglycosides; farmed; sulphamethoxazole; coelomitis; alligator; alligators; yokenella,1
1648,design; resistant; earthquake; flexible; mechanical; earthquakes; designed; strong; connector; connection; structural; connections; frames; ductility; steel,0
1649,disease; determinants; brain; hyperintensities; outcomes; vascular; genetic; risk; behaviors; lifestyle; cardiovascular; aspects; health; biomarkers; factors,1
1650,decoupling; nuclear; emissions; increase; reducing; renewable; increasing; growth; causality; impact; carbon; economic; consumption; energy; dioxide,0
1651,estimated; blood; hematological; correlation; biochemical; volume; lymphocyte; correlations; biochemistry; study; computed; hemoglobin; percentage; tomography; hemogram,1
1652,feasibility; developed; optimization; scenario; deterministic; practical; verifying; power; probabilistic; algorithm; framework; wind; reservoir; computing; forecasting,0
